data,cod_ibge,municipio,unidade,tipo_leito,leitos_total,leitos_ocupados,atendimentos_total,atendimentos_calor,desidratacao,insolacao,exaustao_calor
2026-06-06,5107925,Sorriso,Hospital Municipal Sorriso,uti_adulto,3,2,60,1,0,1,0
2026-06-07,5107925,Sorriso,UPA Sorriso,observacao,8,5,57,0,0,1,0
2026-06-07,5107925,Sorriso,UPA Sorriso,clinico,15,10,98,1,1,1,1
2026-06-07,5107925,Sorriso,UPA Sorriso,uti_adulto,3,1,65,1,0,1,0
2026-06-07,5107925,Sorriso,Hospital Municipal Sorriso,observacao,7,4,50,0,0,1,0
2026-06-07,5107925,Sorriso,Hospital Municipal Sorriso,clinico,14,8,50,1,0,1,1
2026-06-07,5107925,Sorriso,Hospital Municipal Sorriso,uti_adulto,3,1,65,1,0,0,1
2026-06-08,5107925,Sorriso,UPA Sorriso,observacao,8,5,52,0,0,1,0
2026-06-08,5107925,Sorriso,UPA Sorriso,clinico,14,10,66,0,0,1,0
2026-06-08,5107925,Sorriso,UPA Sorriso,uti_adulto,2,1,102,1,1,0,0
2026-06-08,5107925,Sorriso,Hospital Municipal Sorriso,observacao,5,3,52,0,0,0,0
2026-06-08,5107925,Sorriso,Hospital Municipal Sorriso,clinico,18,12,51,1,0,0,0
2026-06-08,5107925,Sorriso,Hospital Municipal Sorriso,uti_adulto,2,1,56,1,1,1,0
2026-06-09,5107925,Sorriso,UPA Sorriso,observacao,9,6,56,0,0,1,1
2026-06-09,5107925,Sorriso,UPA Sorriso,clinico,14,8,78,1,0,0,0
2026-06-09,5107925,Sorriso,UPA Sorriso,uti_adulto,3,1,42,0,0,1,1
2026-06-09,5107925,Sorriso,Hospital Municipal Sorriso,observacao,8,5,36,0,0,1,1
2026-06-09,5107925,Sorriso,Hospital Municipal Sorriso,clinico,15,10,62,1,0,0,1
2026-06-09,5107925,Sorriso,Hospital Municipal Sorriso,uti_adulto,3,2,71,1,0,1,1
2026-06-10,5107925,Sorriso,UPA Sorriso,observacao,5,3,96,2,1,0,1
2026-06-10,5107925,Sorriso,UPA Sorriso,clinico,15,10,95,2,0,1,0
2026-06-10,5107925,Sorriso,UPA Sorriso,uti_adulto,5,3,70,1,0,0,2
2026-06-10,5107925,Sorriso,Hospital Municipal Sorriso,observacao,7,5,61,1,0,0,2
2026-06-10,5107925,Sorriso,Hospital Municipal Sorriso,clinico,18,11,33,0,0,1,2
2026-06-10,5107925,Sorriso,Hospital Municipal Sorriso,uti_adulto,4,2,29,0,0,1,1
2026-06-11,5107925,Sorriso,UPA Sorriso,observacao,5,3,72,1,0,1,3
2026-06-11,5107925,Sorriso,UPA Sorriso,clinico,15,10,93,2,0,2,1
2026-06-11,5107925,Sorriso,UPA Sorriso,uti_adulto,2,1,74,1,1,0,1
2026-06-11,5107925,Sorriso,Hospital Municipal Sorriso,observacao,5,3,77,1,1,2,2
2026-06-11,5107925,Sorriso,Hospital Municipal Sorriso,clinico,17,11,40,1,0,0,1
2026-06-11,5107925,Sorriso,Hospital Municipal Sorriso,uti_adulto,5,3,74,1,1,2,0
2026-06-12,5107925,Sorriso,UPA Sorriso,observacao,9,6,57,1,0,1,1
2026-06-12,5107925,Sorriso,UPA Sorriso,clinico,15,10,59,1,1,0,0
2026-06-12,5107925,Sorriso,UPA Sorriso,uti_adulto,4,3,57,1,0,2,2
2026-06-12,5107925,Sorriso,Hospital Municipal Sorriso,observacao,6,4,44,1,1,1,1
2026-06-12,5107925,Sorriso,Hospital Municipal Sorriso,clinico,16,11,29,0,0,1,1
2026-06-12,5107925,Sorriso,Hospital Municipal Sorriso,uti_adulto,3,2,41,1,1,2,2
2026-06-13,5107925,Sorriso,UPA Sorriso,observacao,9,7,83,2,2,0,5
2026-06-13,5107925,Sorriso,UPA Sorriso,clinico,15,10,95,3,3,3,1
2026-06-13,5107925,Sorriso,UPA Sorriso,uti_adulto,2,1,88,3,1,3,4
2026-06-13,5107925,Sorriso,Hospital Municipal Sorriso,observacao,9,7,74,2,0,2,4
2026-06-13,5107925,Sorriso,Hospital Municipal Sorriso,clinico,18,14,63,2,0,3,1
2026-06-13,5107925,Sorriso,Hospital Municipal Sorriso,uti_adulto,6,4,39,1,1,0,4
2026-06-14,5107925,Sorriso,UPA Sorriso,observacao,7,5,51,2,1,3,3
2026-06-14,5107925,Sorriso,UPA Sorriso,clinico,16,12,70,2,2,1,3
2026-06-14,5107925,Sorriso,UPA Sorriso,uti_adulto,3,2,94,4,2,1,5
2026-06-14,5107925,Sorriso,Hospital Municipal Sorriso,observacao,7,5,40,1,1,3,2
2026-06-14,5107925,Sorriso,Hospital Municipal Sorriso,clinico,17,13,69,2,2,3,1
2026-06-14,5107925,Sorriso,Hospital Municipal Sorriso,uti_adulto,5,4,49,2,0,0,2
2026-06-15,5107925,Sorriso,UPA Sorriso,observacao,7,5,83,4,2,3,1
2026-06-15,5107925,Sorriso,UPA Sorriso,clinico,18,13,87,4,4,3,1
2026-06-15,5107925,Sorriso,UPA Sorriso,uti_adulto,4,3,69,3,3,0,1
2026-06-15,5107925,Sorriso,Hospital Municipal Sorriso,observacao,6,5,51,2,0,1,5
2026-06-15,5107925,Sorriso,Hospital Municipal Sorriso,clinico,14,11,57,2,1,2,5
2026-06-15,5107925,Sorriso,Hospital Municipal Sorriso,uti_adulto,4,3,74,3,2,3,6
2026-06-16,5107925,Sorriso,UPA Sorriso,observacao,9,6,91,4,2,4,1
2026-06-16,5107925,Sorriso,UPA Sorriso,clinico,15,13,75,3,1,3,4
2026-06-16,5107925,Sorriso,UPA Sorriso,uti_adulto,3,2,59,2,1,2,6
2026-06-16,5107925,Sorriso,Hospital Municipal Sorriso,observacao,6,4,54,2,2,1,6
2026-06-16,5107925,Sorriso,Hospital Municipal Sorriso,clinico,18,14,41,2,0,2,3
2026-06-16,5107925,Sorriso,Hospital Municipal Sorriso,uti_adulto,2,1,42,2,1,3,1
2026-06-17,5107925,Sorriso,UPA Sorriso,observacao,6,5,56,3,2,0,1
2026-06-17,5107925,Sorriso,UPA Sorriso,clinico,17,15,72,4,3,3,4
2026-06-17,5107925,Sorriso,UPA Sorriso,uti_adulto,6,5,71,4,3,4,2
2026-06-17,5107925,Sorriso,Hospital Municipal Sorriso,observacao,9,7,52,3,3,1,0
2026-06-17,5107925,Sorriso,Hospital Municipal Sorriso,clinico,17,14,57,3,2,3,6
2026-06-17,5107925,Sorriso,Hospital Municipal Sorriso,uti_adulto,2,1,54,3,2,0,2
2026-06-18,5107925,Sorriso,UPA Sorriso,observacao,9,7,61,4,4,3,2
2026-06-18,5107925,Sorriso,UPA Sorriso,clinico,14,12,86,5,3,3,6
2026-06-18,5107925,Sorriso,UPA Sorriso,uti_adulto,6,5,49,2,0,3,10
2026-06-18,5107925,Sorriso,Hospital Municipal Sorriso,observacao,5,4,32,1,0,1,6
2026-06-18,5107925,Sorriso,Hospital Municipal Sorriso,clinico,17,16,57,3,3,2,3
2026-06-18,5107925,Sorriso,Hospital Municipal Sorriso,uti_adulto,5,4,71,4,3,4,3
2026-04-28,5102504,Cáceres,UPA Cáceres,observacao,8,5,62,0,0,0,1
2026-04-28,5102504,Cáceres,UPA Cáceres,clinico,15,10,94,1,1,0,0
2026-04-28,5102504,Cáceres,UPA Cáceres,uti_adulto,2,1,42,0,0,1,0
2026-04-28,5102504,Cáceres,Hospital Municipal Cáceres,observacao,6,4,28,0,0,0,1
2026-04-28,5102504,Cáceres,Hospital Municipal Cáceres,clinico,16,11,59,1,1,0,0
2026-04-28,5102504,Cáceres,Hospital Municipal Cáceres,uti_adulto,4,2,30,0,0,0,0
2026-04-29,5102504,Cáceres,UPA Cáceres,observacao,6,4,77,1,0,0,1
2026-04-29,5102504,Cáceres,UPA Cáceres,clinico,18,11,88,1,0,1,0
2026-04-29,5102504,Cáceres,UPA Cáceres,uti_adulto,2,1,65,0,0,0,1
2026-04-29,5102504,Cáceres,Hospital Municipal Cáceres,observacao,9,5,53,0,0,0,1
2026-04-29,5102504,Cáceres,Hospital Municipal Cáceres,clinico,17,11,73,1,0,1,1
2026-04-29,5102504,Cáceres,Hospital Municipal Cáceres,uti_adulto,3,2,55,1,1,0,1
2026-04-30,5102504,Cáceres,UPA Cáceres,observacao,6,4,44,0,0,0,0
2026-04-30,5102504,Cáceres,UPA Cáceres,clinico,14,10,53,0,0,1,1
2026-04-30,5102504,Cáceres,UPA Cáceres,uti_adulto,4,2,84,1,1,1,0
2026-04-30,5102504,Cáceres,Hospital Municipal Cáceres,observacao,8,5,60,0,0,1,0
2026-04-30,5102504,Cáceres,Hospital Municipal Cáceres,clinico,14,8,50,0,0,1,1
2026-04-30,5102504,Cáceres,Hospital Municipal Cáceres,uti_adulto,4,2,56,1,0,1,1
2026-05-01,5102504,Cáceres,UPA Cáceres,observacao,9,6,58,0,0,1,1
2026-05-01,5102504,Cáceres,UPA Cáceres,clinico,14,9,71,0,0,0,1
2026-05-01,5102504,Cáceres,UPA Cáceres,uti_adulto,4,2,58,0,0,1,1
2026-05-01,5102504,Cáceres,Hospital Municipal Cáceres,observacao,9,5,28,0,0,0,0
2026-05-01,5102504,Cáceres,Hospital Municipal Cáceres,clinico,15,9,72,1,0,0,1
2026-05-01,5102504,Cáceres,Hospital Municipal Cáceres,uti_adulto,2,1,77,1,0,0,1
2026-05-02,5102504,Cáceres,UPA Cáceres,observacao,7,4,94,1,1,1,1
2026-05-02,5102504,Cáceres,UPA Cáceres,clinico,17,12,95,1,0,0,1
2026-05-02,5102504,Cáceres,UPA Cáceres,uti_adulto,4,2,100,2,2,1,1
2026-05-02,5102504,Cáceres,Hospital Municipal Cáceres,observacao,7,4,48,0,0,0,1
2026-05-02,5102504,Cáceres,Hospital Municipal Cáceres,clinico,14,9,34,0,0,1,0
2026-05-02,5102504,Cáceres,Hospital Municipal Cáceres,uti_adulto,6,4,55,1,0,0,1
2026-05-03,5102504,Cáceres,UPA Cáceres,observacao,9,5,100,1,1,0,1
2026-05-03,5102504,Cáceres,UPA Cáceres,clinico,18,12,57,0,0,0,1
2026-05-03,5102504,Cáceres,UPA Cáceres,uti_adulto,2,1,63,1,1,0,0
2026-05-03,5102504,Cáceres,Hospital Municipal Cáceres,observacao,7,4,53,0,0,0,1
2026-05-03,5102504,Cáceres,Hospital Municipal Cáceres,clinico,15,10,60,0,0,1,0
2026-05-03,5102504,Cáceres,Hospital Municipal Cáceres,uti_adulto,2,1,38,0,0,0,0
2026-05-04,5102504,Cáceres,UPA Cáceres,observacao,7,5,51,1,0,0,1
2026-05-04,5102504,Cáceres,UPA Cáceres,clinico,18,11,101,1,1,1,0
2026-05-04,5102504,Cáceres,UPA Cáceres,uti_adulto,4,2,58,1,0,0,0
2026-05-04,5102504,Cáceres,Hospital Municipal Cáceres,observacao,5,3,58,0,0,0,1
2026-05-04,5102504,Cáceres,Hospital Municipal Cáceres,clinico,16,9,62,1,0,0,1
2026-05-04,5102504,Cáceres,Hospital Municipal Cáceres,uti_adulto,3,1,70,1,0,0,0
2026-05-05,5102504,Cáceres,UPA Cáceres,observacao,8,5,82,1,0,1,0
2026-05-05,5102504,Cáceres,UPA Cáceres,clinico,14,8,58,0,0,0,1
2026-05-05,5102504,Cáceres,UPA Cáceres,uti_adulto,4,2,42,0,0,0,0
2026-05-05,5102504,Cáceres,Hospital Municipal Cáceres,observacao,5,3,37,0,0,1,1
2026-05-05,5102504,Cáceres,Hospital Municipal Cáceres,clinico,14,9,30,0,0,1,0
2026-05-05,5102504,Cáceres,Hospital Municipal Cáceres,uti_adulto,4,2,65,0,0,0,1
2026-05-06,5102504,Cáceres,UPA Cáceres,observacao,6,4,75,1,0,1,1
2026-05-06,5102504,Cáceres,UPA Cáceres,clinico,14,10,74,0,0,1,1
2026-05-06,5102504,Cáceres,UPA Cáceres,uti_adulto,2,1,67,1,0,0,0
2026-05-06,5102504,Cáceres,Hospital Municipal Cáceres,observacao,9,6,36,0,0,1,1
2026-05-06,5102504,Cáceres,Hospital Municipal Cáceres,clinico,16,11,44,0,0,0,0
2026-05-06,5102504,Cáceres,Hospital Municipal Cáceres,uti_adulto,2,1,77,1,1,1,1
2026-05-07,5102504,Cáceres,UPA Cáceres,observacao,5,3,45,0,0,0,1
2026-05-07,5102504,Cáceres,UPA Cáceres,clinico,16,11,53,0,0,0,0
2026-05-07,5102504,Cáceres,UPA Cáceres,uti_adulto,5,3,74,1,1,1,0
2026-05-07,5102504,Cáceres,Hospital Municipal Cáceres,observacao,9,6,49,0,0,0,0
2026-05-07,5102504,Cáceres,Hospital Municipal Cáceres,clinico,14,9,39,0,0,0,1
2026-05-07,5102504,Cáceres,Hospital Municipal Cáceres,uti_adulto,2,1,51,0,0,0,1
2026-05-08,5102504,Cáceres,UPA Cáceres,observacao,9,5,80,1,0,1,0
2026-05-08,5102504,Cáceres,UPA Cáceres,clinico,18,11,53,0,0,1,1
2026-05-08,5102504,Cáceres,UPA Cáceres,uti_adulto,4,2,52,0,0,1,0
2026-05-08,5102504,Cáceres,Hospital Municipal Cáceres,observacao,5,3,44,0,0,0,0
2026-05-08,5102504,Cáceres,Hospital Municipal Cáceres,clinico,18,11,49,0,0,0,0
2026-05-08,5102504,Cáceres,Hospital Municipal Cáceres,uti_adulto,2,1,62,0,0,1,0
2026-05-09,5102504,Cáceres,UPA Cáceres,observacao,9,5,60,1,0,0,1
2026-05-09,5102504,Cáceres,UPA Cáceres,clinico,14,9,81,1,0,0,1
2026-05-09,5102504,Cáceres,UPA Cáceres,uti_adulto,4,2,75,1,0,1,1
2026-05-09,5102504,Cáceres,Hospital Municipal Cáceres,observacao,6,4,40,0,0,0,0
2026-05-09,5102504,Cáceres,Hospital Municipal Cáceres,clinico,17,11,52,0,0,0,1
2026-05-09,5102504,Cáceres,Hospital Municipal Cáceres,uti_adulto,5,3,32,0,0,1,0
2026-05-10,5102504,Cáceres,UPA Cáceres,observacao,8,4,67,0,0,0,1
2026-05-10,5102504,Cáceres,UPA Cáceres,clinico,14,9,88,1,0,1,1
2026-05-10,5102504,Cáceres,UPA Cáceres,uti_adulto,3,2,103,2,1,1,1
2026-05-10,5102504,Cáceres,Hospital Municipal Cáceres,observacao,6,4,67,1,1,0,1
2026-05-10,5102504,Cáceres,Hospital Municipal Cáceres,clinico,17,10,77,1,1,0,1
2026-05-10,5102504,Cáceres,Hospital Municipal Cáceres,uti_adulto,4,2,36,0,0,1,1
2026-05-11,5102504,Cáceres,UPA Cáceres,observacao,5,3,51,0,0,1,0
2026-05-11,5102504,Cáceres,UPA Cáceres,clinico,18,13,93,1,0,0,1
2026-05-11,5102504,Cáceres,UPA Cáceres,uti_adulto,6,3,43,0,0,1,1
2026-05-11,5102504,Cáceres,Hospital Municipal Cáceres,observacao,5,3,44,0,0,1,1
2026-05-11,5102504,Cáceres,Hospital Municipal Cáceres,clinico,16,11,63,1,0,1,0
2026-05-11,5102504,Cáceres,Hospital Municipal Cáceres,uti_adulto,5,3,45,0,0,0,1
2026-05-12,5102504,Cáceres,UPA Cáceres,observacao,7,4,62,1,0,0,1
2026-05-12,5102504,Cáceres,UPA Cáceres,clinico,18,10,48,0,0,0,1
2026-05-12,5102504,Cáceres,UPA Cáceres,uti_adulto,2,1,78,1,0,0,0
2026-05-12,5102504,Cáceres,Hospital Municipal Cáceres,observacao,9,5,39,0,0,0,1
2026-05-12,5102504,Cáceres,Hospital Municipal Cáceres,clinico,14,8,28,0,0,0,1
2026-05-12,5102504,Cáceres,Hospital Municipal Cáceres,uti_adulto,6,4,46,0,0,0,0
2026-05-13,5102504,Cáceres,UPA Cáceres,observacao,7,5,89,1,1,0,1
2026-05-13,5102504,Cáceres,UPA Cáceres,clinico,16,10,100,1,0,0,1
2026-05-13,5102504,Cáceres,UPA Cáceres,uti_adulto,3,2,71,0,0,0,1
2026-05-13,5102504,Cáceres,Hospital Municipal Cáceres,observacao,5,3,58,1,0,0,0
2026-05-13,5102504,Cáceres,Hospital Municipal Cáceres,clinico,14,10,29,0,0,0,0
2026-05-13,5102504,Cáceres,Hospital Municipal Cáceres,uti_adulto,3,2,43,0,0,0,0
2026-05-14,5102504,Cáceres,UPA Cáceres,observacao,7,4,100,1,0,0,0
2026-05-14,5102504,Cáceres,UPA Cáceres,clinico,14,9,60,0,0,1,0
2026-05-14,5102504,Cáceres,UPA Cáceres,uti_adulto,2,1,56,0,0,0,1
2026-05-14,5102504,Cáceres,Hospital Municipal Cáceres,observacao,5,3,65,0,0,0,0
2026-05-14,5102504,Cáceres,Hospital Municipal Cáceres,clinico,15,9,66,0,0,1,1
2026-05-14,5102504,Cáceres,Hospital Municipal Cáceres,uti_adulto,5,3,75,1,1,1,1
2026-05-15,5102504,Cáceres,UPA Cáceres,observacao,6,4,81,1,0,0,0
2026-05-15,5102504,Cáceres,UPA Cáceres,clinico,15,9,75,1,0,0,0
2026-05-15,5102504,Cáceres,UPA Cáceres,uti_adulto,3,2,62,1,0,0,1
2026-05-15,5102504,Cáceres,Hospital Municipal Cáceres,observacao,8,5,39,0,0,0,0
2026-05-15,5102504,Cáceres,Hospital Municipal Cáceres,clinico,15,11,73,1,0,0,0
2026-05-15,5102504,Cáceres,Hospital Municipal Cáceres,uti_adulto,6,4,58,1,1,1,1
2026-05-16,5102504,Cáceres,UPA Cáceres,observacao,7,4,57,0,0,0,0
2026-05-16,5102504,Cáceres,UPA Cáceres,clinico,15,10,49,0,0,1,0
2026-05-16,5102504,Cáceres,UPA Cáceres,uti_adulto,5,3,90,1,0,1,0
2026-05-16,5102504,Cáceres,Hospital Municipal Cáceres,observacao,7,5,58,0,0,0,0
2026-05-16,5102504,Cáceres,Hospital Municipal Cáceres,clinico,14,8,42,0,0,0,0
2026-05-16,5102504,Cáceres,Hospital Municipal Cáceres,uti_adulto,3,2,36,0,0,1,0
2026-05-17,5102504,Cáceres,UPA Cáceres,observacao,9,5,55,1,0,1,0
2026-05-17,5102504,Cáceres,UPA Cáceres,clinico,18,12,67,0,0,0,1
2026-05-17,5102504,Cáceres,UPA Cáceres,uti_adulto,4,2,48,0,0,0,1
2026-05-17,5102504,Cáceres,Hospital Municipal Cáceres,observacao,8,5,72,1,1,0,0
2026-05-17,5102504,Cáceres,Hospital Municipal Cáceres,clinico,14,9,49,0,0,1,0
2026-05-17,5102504,Cáceres,Hospital Municipal Cáceres,uti_adulto,4,2,52,0,0,1,0
2026-05-18,5102504,Cáceres,UPA Cáceres,observacao,6,3,65,1,0,1,0
2026-05-18,5102504,Cáceres,UPA Cáceres,clinico,16,10,56,1,0,0,0
2026-05-18,5102504,Cáceres,UPA Cáceres,uti_adulto,5,3,60,0,0,1,1
2026-05-18,5102504,Cáceres,Hospital Municipal Cáceres,observacao,5,3,74,1,1,0,1
2026-05-18,5102504,Cáceres,Hospital Municipal Cáceres,clinico,14,10,62,0,0,0,0
2026-05-18,5102504,Cáceres,Hospital Municipal Cáceres,uti_adulto,4,2,51,1,0,0,1
2026-05-19,5102504,Cáceres,UPA Cáceres,observacao,8,5,63,1,0,0,0
2026-05-19,5102504,Cáceres,UPA Cáceres,clinico,17,10,55,1,1,1,1
2026-05-19,5102504,Cáceres,UPA Cáceres,uti_adulto,3,2,99,1,0,1,1
2026-05-19,5102504,Cáceres,Hospital Municipal Cáceres,observacao,7,4,49,1,0,0,1
2026-05-19,5102504,Cáceres,Hospital Municipal Cáceres,clinico,18,11,37,0,0,0,1
2026-05-19,5102504,Cáceres,Hospital Municipal Cáceres,uti_adulto,2,1,53,1,0,1,0
2026-05-20,5102504,Cáceres,UPA Cáceres,observacao,7,5,74,1,1,0,1
2026-05-20,5102504,Cáceres,UPA Cáceres,clinico,15,10,74,1,0,0,1
2026-05-20,5102504,Cáceres,UPA Cáceres,uti_adulto,3,2,43,0,0,1,1
2026-05-20,5102504,Cáceres,Hospital Municipal Cáceres,observacao,8,5,53,0,0,0,0
2026-05-20,5102504,Cáceres,Hospital Municipal Cáceres,clinico,14,9,72,1,0,1,0
2026-05-20,5102504,Cáceres,Hospital Municipal Cáceres,uti_adulto,5,3,32,0,0,0,1
2026-05-21,5102504,Cáceres,UPA Cáceres,observacao,5,3,67,0,0,0,1
2026-05-21,5102504,Cáceres,UPA Cáceres,clinico,15,10,64,1,0,0,1
2026-05-21,5102504,Cáceres,UPA Cáceres,uti_adulto,3,2,51,0,0,1,1
2026-05-21,5102504,Cáceres,Hospital Municipal Cáceres,observacao,5,3,45,0,0,0,1
2026-05-21,5102504,Cáceres,Hospital Municipal Cáceres,clinico,15,9,56,1,1,1,0
2026-05-21,5102504,Cáceres,Hospital Municipal Cáceres,uti_adulto,2,1,72,1,0,1,0
2026-05-22,5102504,Cáceres,UPA Cáceres,observacao,8,5,78,1,0,0,0
2026-05-22,5102504,Cáceres,UPA Cáceres,clinico,15,9,44,0,0,0,1
2026-05-22,5102504,Cáceres,UPA Cáceres,uti_adulto,5,3,53,1,0,0,0
2026-05-22,5102504,Cáceres,Hospital Municipal Cáceres,observacao,8,5,72,1,0,0,1
2026-05-22,5102504,Cáceres,Hospital Municipal Cáceres,clinico,14,10,46,0,0,1,0
2026-05-22,5102504,Cáceres,Hospital Municipal Cáceres,uti_adulto,2,1,34,0,0,1,0
2026-05-23,5102504,Cáceres,UPA Cáceres,observacao,9,5,62,0,0,1,0
2026-05-23,5102504,Cáceres,UPA Cáceres,clinico,18,11,78,1,0,0,0
2026-05-23,5102504,Cáceres,UPA Cáceres,uti_adulto,6,4,54,0,0,1,1
2026-05-23,5102504,Cáceres,Hospital Municipal Cáceres,observacao,7,4,35,0,0,1,0
2026-05-23,5102504,Cáceres,Hospital Municipal Cáceres,clinico,18,12,31,0,0,0,1
2026-05-23,5102504,Cáceres,Hospital Municipal Cáceres,uti_adulto,3,2,62,1,0,0,0
2026-05-24,5102504,Cáceres,UPA Cáceres,observacao,5,3,79,1,1,0,0
2026-05-24,5102504,Cáceres,UPA Cáceres,clinico,14,9,60,0,0,0,0
2026-05-24,5102504,Cáceres,UPA Cáceres,uti_adulto,5,3,82,1,0,0,0
2026-05-24,5102504,Cáceres,Hospital Municipal Cáceres,observacao,6,4,50,1,0,0,1
2026-05-24,5102504,Cáceres,Hospital Municipal Cáceres,clinico,18,12,66,1,0,1,1
2026-05-24,5102504,Cáceres,Hospital Municipal Cáceres,uti_adulto,6,4,40,0,0,1,1
2026-05-25,5102504,Cáceres,UPA Cáceres,observacao,5,3,68,1,1,1,0
2026-05-25,5102504,Cáceres,UPA Cáceres,clinico,16,10,84,1,0,0,1
2026-05-25,5102504,Cáceres,UPA Cáceres,uti_adulto,2,1,99,1,0,0,0
2026-05-25,5102504,Cáceres,Hospital Municipal Cáceres,observacao,5,3,67,1,1,0,1
2026-05-25,5102504,Cáceres,Hospital Municipal Cáceres,clinico,18,12,33,0,0,0,0
2026-05-25,5102504,Cáceres,Hospital Municipal Cáceres,uti_adulto,5,3,42,0,0,1,1
2026-05-26,5102504,Cáceres,UPA Cáceres,observacao,7,5,99,1,0,1,0
2026-05-26,5102504,Cáceres,UPA Cáceres,clinico,18,11,89,1,0,1,0
2026-05-26,5102504,Cáceres,UPA Cáceres,uti_adulto,3,1,51,0,0,1,0
2026-05-26,5102504,Cáceres,Hospital Municipal Cáceres,observacao,6,4,37,0,0,1,0
2026-05-26,5102504,Cáceres,Hospital Municipal Cáceres,clinico,17,11,32,0,0,0,1
2026-05-26,5102504,Cáceres,Hospital Municipal Cáceres,uti_adulto,3,1,38,0,0,0,1
2026-05-27,5102504,Cáceres,UPA Cáceres,observacao,6,4,69,1,0,0,0
2026-05-27,5102504,Cáceres,UPA Cáceres,clinico,16,11,95,2,0,0,0
2026-05-27,5102504,Cáceres,UPA Cáceres,uti_adulto,6,4,67,1,0,1,0
2026-05-27,5102504,Cáceres,Hospital Municipal Cáceres,observacao,6,4,66,1,0,0,1
2026-05-27,5102504,Cáceres,Hospital Municipal Cáceres,clinico,18,12,76,1,0,1,0
2026-05-27,5102504,Cáceres,Hospital Municipal Cáceres,uti_adulto,6,3,61,0,0,0,0
2026-05-28,5102504,Cáceres,UPA Cáceres,observacao,5,3,79,1,0,0,0
2026-05-28,5102504,Cáceres,UPA Cáceres,clinico,18,11,72,1,1,1,0
2026-05-28,5102504,Cáceres,UPA Cáceres,uti_adulto,4,2,55,0,0,1,0
2026-05-28,5102504,Cáceres,Hospital Municipal Cáceres,observacao,5,3,42,0,0,0,0
2026-05-28,5102504,Cáceres,Hospital Municipal Cáceres,clinico,18,11,62,1,0,0,0
2026-05-28,5102504,Cáceres,Hospital Municipal Cáceres,uti_adulto,2,1,62,1,1,0,0
2026-05-29,5102504,Cáceres,UPA Cáceres,observacao,9,5,44,0,0,1,0
2026-05-29,5102504,Cáceres,UPA Cáceres,clinico,18,12,49,0,0,0,1
2026-05-29,5102504,Cáceres,UPA Cáceres,uti_adulto,2,1,57,1,0,0,1
2026-05-29,5102504,Cáceres,Hospital Municipal Cáceres,observacao,8,5,32,0,0,1,1
2026-05-29,5102504,Cáceres,Hospital Municipal Cáceres,clinico,14,10,67,1,0,1,0
2026-05-29,5102504,Cáceres,Hospital Municipal Cáceres,uti_adulto,2,1,67,1,0,1,1
2026-05-30,5102504,Cáceres,UPA Cáceres,observacao,6,4,72,0,0,1,1
2026-05-30,5102504,Cáceres,UPA Cáceres,clinico,17,12,56,0,0,0,1
2026-05-30,5102504,Cáceres,UPA Cáceres,uti_adulto,2,1,88,1,0,0,0
2026-05-30,5102504,Cáceres,Hospital Municipal Cáceres,observacao,6,3,48,0,0,1,1
2026-05-30,5102504,Cáceres,Hospital Municipal Cáceres,clinico,15,9,63,0,0,0,1
2026-05-30,5102504,Cáceres,Hospital Municipal Cáceres,uti_adulto,2,1,42,0,0,0,0
2026-05-31,5102504,Cáceres,UPA Cáceres,observacao,8,4,79,1,0,1,0
2026-05-31,5102504,Cáceres,UPA Cáceres,clinico,17,11,93,2,1,0,0
2026-05-31,5102504,Cáceres,UPA Cáceres,uti_adulto,3,2,101,1,0,1,0
2026-05-31,5102504,Cáceres,Hospital Municipal Cáceres,observacao,6,4,56,0,0,1,0
2026-05-31,5102504,Cáceres,Hospital Municipal Cáceres,clinico,14,9,53,1,1,1,0
2026-05-31,5102504,Cáceres,Hospital Municipal Cáceres,uti_adulto,4,2,62,1,1,0,1
2026-06-01,5102504,Cáceres,UPA Cáceres,observacao,8,5,56,1,1,0,0
2026-06-01,5102504,Cáceres,UPA Cáceres,clinico,14,10,94,1,1,0,0
2026-06-01,5102504,Cáceres,UPA Cáceres,uti_adulto,4,2,79,1,0,1,1
2026-06-01,5102504,Cáceres,Hospital Municipal Cáceres,observacao,9,5,65,1,1,0,0
2026-06-01,5102504,Cáceres,Hospital Municipal Cáceres,clinico,18,11,56,0,0,0,1
2026-06-01,5102504,Cáceres,Hospital Municipal Cáceres,uti_adulto,2,1,76,1,0,1,0
2026-06-02,5102504,Cáceres,UPA Cáceres,observacao,8,5,46,0,0,0,1
2026-06-02,5102504,Cáceres,UPA Cáceres,clinico,18,12,54,1,1,1,0
2026-06-02,5102504,Cáceres,UPA Cáceres,uti_adulto,5,3,49,0,0,0,0
2026-06-02,5102504,Cáceres,Hospital Municipal Cáceres,observacao,7,4,42,0,0,1,0
2026-06-02,5102504,Cáceres,Hospital Municipal Cáceres,clinico,16,10,67,1,0,1,1
2026-06-02,5102504,Cáceres,Hospital Municipal Cáceres,uti_adulto,6,3,34,0,0,0,0
2026-06-03,5102504,Cáceres,UPA Cáceres,observacao,7,4,82,1,1,1,0
2026-06-03,5102504,Cáceres,UPA Cáceres,clinico,17,11,90,1,0,0,0
2026-06-03,5102504,Cáceres,UPA Cáceres,uti_adulto,3,2,44,0,0,0,1
2026-06-03,5102504,Cáceres,Hospital Municipal Cáceres,observacao,9,6,50,0,0,0,1
