data,cod_ibge,municipio,grupo,cadastrados,contatados
2026-05-28,5107925,Sorriso,idosos_sozinhos,1451,269
2026-05-28,5107925,Sorriso,acamados,362,81
2026-05-28,5107925,Sorriso,gestantes_risco,241,54
2026-05-28,5107925,Sorriso,pop_rua,50,10
2026-05-29,5107925,Sorriso,idosos_sozinhos,1451,290
2026-05-29,5107925,Sorriso,acamados,362,80
2026-05-29,5107925,Sorriso,gestantes_risco,241,53
2026-05-29,5107925,Sorriso,pop_rua,50,10
2026-05-30,5107925,Sorriso,idosos_sozinhos,1451,310
2026-05-30,5107925,Sorriso,acamados,362,81
2026-05-30,5107925,Sorriso,gestantes_risco,241,48
2026-05-30,5107925,Sorriso,pop_rua,50,10
2026-05-31,5107925,Sorriso,idosos_sozinhos,1451,296
2026-05-31,5107925,Sorriso,acamados,362,67
2026-05-31,5107925,Sorriso,gestantes_risco,241,55
2026-05-31,5107925,Sorriso,pop_rua,50,11
2026-06-01,5107925,Sorriso,idosos_sozinhos,1451,303
2026-06-01,5107925,Sorriso,acamados,362,81
2026-06-01,5107925,Sorriso,gestantes_risco,241,52
2026-06-01,5107925,Sorriso,pop_rua,50,9
2026-06-02,5107925,Sorriso,idosos_sozinhos,1451,297
2026-06-02,5107925,Sorriso,acamados,362,81
2026-06-02,5107925,Sorriso,gestantes_risco,241,44
2026-06-02,5107925,Sorriso,pop_rua,50,10
2026-06-03,5107925,Sorriso,idosos_sozinhos,1451,327
2026-06-03,5107925,Sorriso,acamados,362,74
2026-06-03,5107925,Sorriso,gestantes_risco,241,47
2026-06-03,5107925,Sorriso,pop_rua,50,9
2026-06-04,5107925,Sorriso,idosos_sozinhos,1451,328
2026-06-04,5107925,Sorriso,acamados,362,72
2026-06-04,5107925,Sorriso,gestantes_risco,241,45
2026-06-04,5107925,Sorriso,pop_rua,50,9
2026-06-05,5107925,Sorriso,idosos_sozinhos,1451,276
2026-06-05,5107925,Sorriso,acamados,362,80
2026-06-05,5107925,Sorriso,gestantes_risco,241,52
2026-06-05,5107925,Sorriso,pop_rua,50,9
2026-06-06,5107925,Sorriso,idosos_sozinhos,1451,319
2026-06-06,5107925,Sorriso,acamados,362,74
2026-06-06,5107925,Sorriso,gestantes_risco,241,55
2026-06-06,5107925,Sorriso,pop_rua,50,10
2026-06-07,5107925,Sorriso,idosos_sozinhos,1451,314
2026-06-07,5107925,Sorriso,acamados,362,80
2026-06-07,5107925,Sorriso,gestantes_risco,241,48
2026-06-07,5107925,Sorriso,pop_rua,50,11
2026-06-08,5107925,Sorriso,idosos_sozinhos,1451,294
2026-06-08,5107925,Sorriso,acamados,362,75
2026-06-08,5107925,Sorriso,gestantes_risco,241,47
2026-06-08,5107925,Sorriso,pop_rua,50,9
2026-06-09,5107925,Sorriso,idosos_sozinhos,1451,309
2026-06-09,5107925,Sorriso,acamados,362,71
2026-06-09,5107925,Sorriso,gestantes_risco,241,51
2026-06-09,5107925,Sorriso,pop_rua,50,10
2026-06-10,5107925,Sorriso,idosos_sozinhos,1451,374
2026-06-10,5107925,Sorriso,acamados,362,109
2026-06-10,5107925,Sorriso,gestantes_risco,241,71
2026-06-10,5107925,Sorriso,pop_rua,50,14
2026-06-11,5107925,Sorriso,idosos_sozinhos,1451,524
2026-06-11,5107925,Sorriso,acamados,362,124
2026-06-11,5107925,Sorriso,gestantes_risco,241,80
2026-06-11,5107925,Sorriso,pop_rua,50,18
2026-06-12,5107925,Sorriso,idosos_sozinhos,1451,647
2026-06-12,5107925,Sorriso,acamados,362,160
2026-06-12,5107925,Sorriso,gestantes_risco,241,104
2026-06-12,5107925,Sorriso,pop_rua,50,20
2026-06-13,5107925,Sorriso,idosos_sozinhos,1451,718
2026-06-13,5107925,Sorriso,acamados,362,177
2026-06-13,5107925,Sorriso,gestantes_risco,241,122
2026-06-13,5107925,Sorriso,pop_rua,50,24
2026-06-14,5107925,Sorriso,idosos_sozinhos,1451,833
2026-06-14,5107925,Sorriso,acamados,362,218
2026-06-14,5107925,Sorriso,gestantes_risco,241,137
2026-06-14,5107925,Sorriso,pop_rua,50,29
2026-06-15,5107925,Sorriso,idosos_sozinhos,1451,942
2026-06-15,5107925,Sorriso,acamados,362,246
2026-06-15,5107925,Sorriso,gestantes_risco,241,157
2026-06-15,5107925,Sorriso,pop_rua,50,31
2026-06-16,5107925,Sorriso,idosos_sozinhos,1451,1060
2026-06-16,5107925,Sorriso,acamados,362,262
2026-06-16,5107925,Sorriso,gestantes_risco,241,176
2026-06-16,5107925,Sorriso,pop_rua,50,37
2026-06-17,5107925,Sorriso,idosos_sozinhos,1451,1183
2026-06-17,5107925,Sorriso,acamados,362,294
2026-06-17,5107925,Sorriso,gestantes_risco,241,191
2026-06-17,5107925,Sorriso,pop_rua,50,40
2026-06-18,5107925,Sorriso,idosos_sozinhos,1451,1261
2026-06-18,5107925,Sorriso,acamados,362,317
2026-06-18,5107925,Sorriso,gestantes_risco,241,217
2026-06-18,5107925,Sorriso,pop_rua,50,44
2026-04-28,5102504,Cáceres,idosos_sozinhos,1238,246
2026-04-28,5102504,Cáceres,acamados,309,57
2026-04-28,5102504,Cáceres,gestantes_risco,206,46
2026-04-28,5102504,Cáceres,pop_rua,70,15
2026-04-29,5102504,Cáceres,idosos_sozinhos,1238,237
2026-04-29,5102504,Cáceres,acamados,309,65
2026-04-29,5102504,Cáceres,gestantes_risco,206,38
2026-04-29,5102504,Cáceres,pop_rua,70,14
2026-04-30,5102504,Cáceres,idosos_sozinhos,1238,272
2026-04-30,5102504,Cáceres,acamados,309,63
2026-04-30,5102504,Cáceres,gestantes_risco,206,40
2026-04-30,5102504,Cáceres,pop_rua,70,14
2026-05-01,5102504,Cáceres,idosos_sozinhos,1238,275
2026-05-01,5102504,Cáceres,acamados,309,57
2026-05-01,5102504,Cáceres,gestantes_risco,206,39
2026-05-01,5102504,Cáceres,pop_rua,70,13
2026-05-02,5102504,Cáceres,idosos_sozinhos,1238,261
2026-05-02,5102504,Cáceres,acamados,309,69
2026-05-02,5102504,Cáceres,gestantes_risco,206,40
2026-05-02,5102504,Cáceres,pop_rua,70,14
2026-05-03,5102504,Cáceres,idosos_sozinhos,1238,259
2026-05-03,5102504,Cáceres,acamados,309,65
2026-05-03,5102504,Cáceres,gestantes_risco,206,37
2026-05-03,5102504,Cáceres,pop_rua,70,14
2026-05-04,5102504,Cáceres,idosos_sozinhos,1238,271
2026-05-04,5102504,Cáceres,acamados,309,56
2026-05-04,5102504,Cáceres,gestantes_risco,206,46
2026-05-04,5102504,Cáceres,pop_rua,70,14
2026-05-05,5102504,Cáceres,idosos_sozinhos,1238,274
2026-05-05,5102504,Cáceres,acamados,309,65
2026-05-05,5102504,Cáceres,gestantes_risco,206,40
2026-05-05,5102504,Cáceres,pop_rua,70,15
2026-05-06,5102504,Cáceres,idosos_sozinhos,1238,224
2026-05-06,5102504,Cáceres,acamados,309,55
2026-05-06,5102504,Cáceres,gestantes_risco,206,42
2026-05-06,5102504,Cáceres,pop_rua,70,12
2026-05-07,5102504,Cáceres,idosos_sozinhos,1238,280
2026-05-07,5102504,Cáceres,acamados,309,57
2026-05-07,5102504,Cáceres,gestantes_risco,206,41
2026-05-07,5102504,Cáceres,pop_rua,70,15
2026-05-08,5102504,Cáceres,idosos_sozinhos,1238,259
2026-05-08,5102504,Cáceres,acamados,309,57
2026-05-08,5102504,Cáceres,gestantes_risco,206,38
2026-05-08,5102504,Cáceres,pop_rua,70,14
2026-05-09,5102504,Cáceres,idosos_sozinhos,1238,244
2026-05-09,5102504,Cáceres,acamados,309,62
2026-05-09,5102504,Cáceres,gestantes_risco,206,38
2026-05-09,5102504,Cáceres,pop_rua,70,12
2026-05-10,5102504,Cáceres,idosos_sozinhos,1238,245
2026-05-10,5102504,Cáceres,acamados,309,67
2026-05-10,5102504,Cáceres,gestantes_risco,206,46
2026-05-10,5102504,Cáceres,pop_rua,70,13
2026-05-11,5102504,Cáceres,idosos_sozinhos,1238,275
2026-05-11,5102504,Cáceres,acamados,309,57
2026-05-11,5102504,Cáceres,gestantes_risco,206,41
2026-05-11,5102504,Cáceres,pop_rua,70,14
2026-05-12,5102504,Cáceres,idosos_sozinhos,1238,244
2026-05-12,5102504,Cáceres,acamados,309,60
2026-05-12,5102504,Cáceres,gestantes_risco,206,46
2026-05-12,5102504,Cáceres,pop_rua,70,14
2026-05-13,5102504,Cáceres,idosos_sozinhos,1238,279
2026-05-13,5102504,Cáceres,acamados,309,67
2026-05-13,5102504,Cáceres,gestantes_risco,206,44
2026-05-13,5102504,Cáceres,pop_rua,70,13
2026-05-14,5102504,Cáceres,idosos_sozinhos,1238,241
2026-05-14,5102504,Cáceres,acamados,309,63
2026-05-14,5102504,Cáceres,gestantes_risco,206,38
2026-05-14,5102504,Cáceres,pop_rua,70,13
2026-05-15,5102504,Cáceres,idosos_sozinhos,1238,234
2026-05-15,5102504,Cáceres,acamados,309,56
2026-05-15,5102504,Cáceres,gestantes_risco,206,37
2026-05-15,5102504,Cáceres,pop_rua,70,14
2026-05-16,5102504,Cáceres,idosos_sozinhos,1238,278
2026-05-16,5102504,Cáceres,acamados,309,61
2026-05-16,5102504,Cáceres,gestantes_risco,206,41
2026-05-16,5102504,Cáceres,pop_rua,70,13
2026-05-17,5102504,Cáceres,idosos_sozinhos,1238,232
2026-05-17,5102504,Cáceres,acamados,309,56
2026-05-17,5102504,Cáceres,gestantes_risco,206,45
2026-05-17,5102504,Cáceres,pop_rua,70,15
2026-05-18,5102504,Cáceres,idosos_sozinhos,1238,267
2026-05-18,5102504,Cáceres,acamados,309,63
2026-05-18,5102504,Cáceres,gestantes_risco,206,41
2026-05-18,5102504,Cáceres,pop_rua,70,14
2026-05-19,5102504,Cáceres,idosos_sozinhos,1238,250
2026-05-19,5102504,Cáceres,acamados,309,59
2026-05-19,5102504,Cáceres,gestantes_risco,206,38
2026-05-19,5102504,Cáceres,pop_rua,70,12
2026-05-20,5102504,Cáceres,idosos_sozinhos,1238,258
2026-05-20,5102504,Cáceres,acamados,309,70
2026-05-20,5102504,Cáceres,gestantes_risco,206,47
2026-05-20,5102504,Cáceres,pop_rua,70,15
2026-05-21,5102504,Cáceres,idosos_sozinhos,1238,244
2026-05-21,5102504,Cáceres,acamados,309,66
2026-05-21,5102504,Cáceres,gestantes_risco,206,47
2026-05-21,5102504,Cáceres,pop_rua,70,13
2026-05-22,5102504,Cáceres,idosos_sozinhos,1238,233
2026-05-22,5102504,Cáceres,acamados,309,61
2026-05-22,5102504,Cáceres,gestantes_risco,206,37
2026-05-22,5102504,Cáceres,pop_rua,70,15
2026-05-23,5102504,Cáceres,idosos_sozinhos,1238,225
2026-05-23,5102504,Cáceres,acamados,309,69
2026-05-23,5102504,Cáceres,gestantes_risco,206,41
2026-05-23,5102504,Cáceres,pop_rua,70,14
2026-05-24,5102504,Cáceres,idosos_sozinhos,1238,264
2026-05-24,5102504,Cáceres,acamados,309,67
2026-05-24,5102504,Cáceres,gestantes_risco,206,40
2026-05-24,5102504,Cáceres,pop_rua,70,14
2026-05-25,5102504,Cáceres,idosos_sozinhos,1238,238
2026-05-25,5102504,Cáceres,acamados,309,65
2026-05-25,5102504,Cáceres,gestantes_risco,206,38
2026-05-25,5102504,Cáceres,pop_rua,70,13
2026-05-26,5102504,Cáceres,idosos_sozinhos,1238,258
2026-05-26,5102504,Cáceres,acamados,309,59
2026-05-26,5102504,Cáceres,gestantes_risco,206,38
2026-05-26,5102504,Cáceres,pop_rua,70,15
2026-05-27,5102504,Cáceres,idosos_sozinhos,1238,272
2026-05-27,5102504,Cáceres,acamados,309,67
2026-05-27,5102504,Cáceres,gestantes_risco,206,44
2026-05-27,5102504,Cáceres,pop_rua,70,12
2026-05-28,5102504,Cáceres,idosos_sozinhos,1238,258
2026-05-28,5102504,Cáceres,acamados,309,63
2026-05-28,5102504,Cáceres,gestantes_risco,206,44
2026-05-28,5102504,Cáceres,pop_rua,70,13
2026-05-29,5102504,Cáceres,idosos_sozinhos,1238,281
2026-05-29,5102504,Cáceres,acamados,309,61
2026-05-29,5102504,Cáceres,gestantes_risco,206,39
2026-05-29,5102504,Cáceres,pop_rua,70,13
2026-05-30,5102504,Cáceres,idosos_sozinhos,1238,274
2026-05-30,5102504,Cáceres,acamados,309,57
2026-05-30,5102504,Cáceres,gestantes_risco,206,47
2026-05-30,5102504,Cáceres,pop_rua,70,14
2026-05-31,5102504,Cáceres,idosos_sozinhos,1238,230
2026-05-31,5102504,Cáceres,acamados,309,61
2026-05-31,5102504,Cáceres,gestantes_risco,206,43
2026-05-31,5102504,Cáceres,pop_rua,70,13
2026-06-01,5102504,Cáceres,idosos_sozinhos,1238,258
2026-06-01,5102504,Cáceres,acamados,309,56
2026-06-01,5102504,Cáceres,gestantes_risco,206,42
2026-06-01,5102504,Cáceres,pop_rua,70,13
2026-06-02,5102504,Cáceres,idosos_sozinhos,1238,227
2026-06-02,5102504,Cáceres,acamados,309,59
2026-06-02,5102504,Cáceres,gestantes_risco,206,45
2026-06-02,5102504,Cáceres,pop_rua,70,13
2026-06-03,5102504,Cáceres,idosos_sozinhos,1238,233
2026-06-03,5102504,Cáceres,acamados,309,56
2026-06-03,5102504,Cáceres,gestantes_risco,206,45
2026-06-03,5102504,Cáceres,pop_rua,70,15
2026-06-04,5102504,Cáceres,idosos_sozinhos,1238,236
2026-06-04,5102504,Cáceres,acamados,309,67
2026-06-04,5102504,Cáceres,gestantes_risco,206,37
2026-06-04,5102504,Cáceres,pop_rua,70,14
2026-06-05,5102504,Cáceres,idosos_sozinhos,1238,233
2026-06-05,5102504,Cáceres,acamados,309,57
2026-06-05,5102504,Cáceres,gestantes_risco,206,41
2026-06-05,5102504,Cáceres,pop_rua,70,14
2026-06-06,5102504,Cáceres,idosos_sozinhos,1238,281
2026-06-06,5102504,Cáceres,acamados,309,69
2026-06-06,5102504,Cáceres,gestantes_risco,206,46
2026-06-06,5102504,Cáceres,pop_rua,70,14
2026-06-07,5102504,Cáceres,idosos_sozinhos,1238,268
2026-06-07,5102504,Cáceres,acamados,309,63
2026-06-07,5102504,Cáceres,gestantes_risco,206,40
2026-06-07,5102504,Cáceres,pop_rua,70,14
2026-06-08,5102504,Cáceres,idosos_sozinhos,1238,247
2026-06-08,5102504,Cáceres,acamados,309,56
2026-06-08,5102504,Cáceres,gestantes_risco,206,45
2026-06-08,5102504,Cáceres,pop_rua,70,16
2026-06-09,5102504,Cáceres,idosos_sozinhos,1238,265
2026-06-09,5102504,Cáceres,acamados,309,62
2026-06-09,5102504,Cáceres,gestantes_risco,206,46
2026-06-09,5102504,Cáceres,pop_rua,70,14
2026-06-10,5102504,Cáceres,idosos_sozinhos,1238,328
2026-06-10,5102504,Cáceres,acamados,309,86
2026-06-10,5102504,Cáceres,gestantes_risco,206,61
2026-06-10,5102504,Cáceres,pop_rua,70,18
2026-06-11,5102504,Cáceres,idosos_sozinhos,1238,414
2026-06-11,5102504,Cáceres,acamados,309,114
2026-06-11,5102504,Cáceres,gestantes_risco,206,68
2026-06-11,5102504,Cáceres,pop_rua,70,24
2026-06-12,5102504,Cáceres,idosos_sozinhos,1238,543
2026-06-12,5102504,Cáceres,acamados,309,134
2026-06-12,5102504,Cáceres,gestantes_risco,206,93
2026-06-12,5102504,Cáceres,pop_rua,70,30
2026-06-13,5102504,Cáceres,idosos_sozinhos,1238,616
2026-06-13,5102504,Cáceres,acamados,309,163
2026-06-13,5102504,Cáceres,gestantes_risco,206,100
2026-06-13,5102504,Cáceres,pop_rua,70,35
2026-06-14,5102504,Cáceres,idosos_sozinhos,1238,707
2026-06-14,5102504,Cáceres,acamados,309,175
2026-06-14,5102504,Cáceres,gestantes_risco,206,122
2026-06-14,5102504,Cáceres,pop_rua,70,41
2026-06-15,5102504,Cáceres,idosos_sozinhos,1238,804
2026-06-15,5102504,Cáceres,acamados,309,198
2026-06-15,5102504,Cáceres,gestantes_risco,206,131
2026-06-15,5102504,Cáceres,pop_rua,70,45
2026-06-16,5102504,Cáceres,idosos_sozinhos,1238,914
2026-06-16,5102504,Cáceres,acamados,309,224
2026-06-16,5102504,Cáceres,gestantes_risco,206,147
2026-06-16,5102504,Cáceres,pop_rua,70,49
2026-06-17,5102504,Cáceres,idosos_sozinhos,1238,1017
2026-06-17,5102504,Cáceres,acamados,309,255
2026-06-17,5102504,Cáceres,gestantes_risco,206,168
2026-06-17,5102504,Cáceres,pop_rua,70,56
2026-06-18,5102504,Cáceres,idosos_sozinhos,1238,1083
2026-06-18,5102504,Cáceres,acamados,309,275
2026-06-18,5102504,Cáceres,gestantes_risco,206,179
2026-06-18,5102504,Cáceres,pop_rua,70,60
2026-04-28,5107958,Tangará da Serra,idosos_sozinhos,1335,271
2026-04-28,5107958,Tangará da Serra,acamados,333,64
2026-04-28,5107958,Tangará da Serra,gestantes_risco,222,47
2026-04-28,5107958,Tangará da Serra,pop_rua,55,11
2026-04-29,5107958,Tangará da Serra,idosos_sozinhos,1335,244
2026-04-29,5107958,Tangará da Serra,acamados,333,61
2026-04-29,5107958,Tangará da Serra,gestantes_risco,222,49
2026-04-29,5107958,Tangará da Serra,pop_rua,55,11
2026-04-30,5107958,Tangará da Serra,idosos_sozinhos,1335,245
2026-04-30,5107958,Tangará da Serra,acamados,333,66
2026-04-30,5107958,Tangará da Serra,gestantes_risco,222,49
2026-04-30,5107958,Tangará da Serra,pop_rua,55,11
2026-05-01,5107958,Tangará da Serra,idosos_sozinhos,1335,261
2026-05-01,5107958,Tangará da Serra,acamados,333,71
2026-05-01,5107958,Tangará da Serra,gestantes_risco,222,40
2026-05-01,5107958,Tangará da Serra,pop_rua,55,10
2026-05-02,5107958,Tangará da Serra,idosos_sozinhos,1335,281
2026-05-02,5107958,Tangará da Serra,acamados,333,67
2026-05-02,5107958,Tangará da Serra,gestantes_risco,222,48
2026-05-02,5107958,Tangará da Serra,pop_rua,55,11
2026-05-03,5107958,Tangará da Serra,idosos_sozinhos,1335,264
2026-05-03,5107958,Tangará da Serra,acamados,333,64
2026-05-03,5107958,Tangará da Serra,gestantes_risco,222,46
2026-05-03,5107958,Tangará da Serra,pop_rua,55,10
2026-05-04,5107958,Tangará da Serra,idosos_sozinhos,1335,293
2026-05-04,5107958,Tangará da Serra,acamados,333,63
2026-05-04,5107958,Tangará da Serra,gestantes_risco,222,45
2026-05-04,5107958,Tangará da Serra,pop_rua,55,9
2026-05-05,5107958,Tangará da Serra,idosos_sozinhos,1335,281
2026-05-05,5107958,Tangará da Serra,acamados,333,66
2026-05-05,5107958,Tangará da Serra,gestantes_risco,222,50
2026-05-05,5107958,Tangará da Serra,pop_rua,55,9
2026-05-06,5107958,Tangará da Serra,idosos_sozinhos,1335,241
2026-05-06,5107958,Tangará da Serra,acamados,333,65
2026-05-06,5107958,Tangará da Serra,gestantes_risco,222,48
2026-05-06,5107958,Tangará da Serra,pop_rua,55,12
2026-05-07,5107958,Tangará da Serra,idosos_sozinhos,1335,256
2026-05-07,5107958,Tangará da Serra,acamados,333,67
2026-05-07,5107958,Tangará da Serra,gestantes_risco,222,42
2026-05-07,5107958,Tangará da Serra,pop_rua,55,11
2026-05-08,5107958,Tangará da Serra,idosos_sozinhos,1335,266
2026-05-08,5107958,Tangará da Serra,acamados,333,64
2026-05-08,5107958,Tangará da Serra,gestantes_risco,222,43
2026-05-08,5107958,Tangará da Serra,pop_rua,55,12
2026-05-09,5107958,Tangará da Serra,idosos_sozinhos,1335,266
2026-05-09,5107958,Tangará da Serra,acamados,333,64
2026-05-09,5107958,Tangará da Serra,gestantes_risco,222,48
2026-05-09,5107958,Tangará da Serra,pop_rua,55,12
2026-05-10,5107958,Tangará da Serra,idosos_sozinhos,1335,298
2026-05-10,5107958,Tangará da Serra,acamados,333,61
2026-05-10,5107958,Tangará da Serra,gestantes_risco,222,46
2026-05-10,5107958,Tangará da Serra,pop_rua,55,12
2026-05-11,5107958,Tangará da Serra,idosos_sozinhos,1335,261
2026-05-11,5107958,Tangará da Serra,acamados,333,66
2026-05-11,5107958,Tangará da Serra,gestantes_risco,222,42
2026-05-11,5107958,Tangará da Serra,pop_rua,55,12
2026-05-12,5107958,Tangará da Serra,idosos_sozinhos,1335,285
2026-05-12,5107958,Tangará da Serra,acamados,333,68
2026-05-12,5107958,Tangará da Serra,gestantes_risco,222,40
2026-05-12,5107958,Tangará da Serra,pop_rua,55,10
2026-05-13,5107958,Tangará da Serra,idosos_sozinhos,1335,294
2026-05-13,5107958,Tangará da Serra,acamados,333,68
2026-05-13,5107958,Tangará da Serra,gestantes_risco,222,41
2026-05-13,5107958,Tangará da Serra,pop_rua,55,10
2026-05-14,5107958,Tangará da Serra,idosos_sozinhos,1335,287
2026-05-14,5107958,Tangará da Serra,acamados,333,71
2026-05-14,5107958,Tangará da Serra,gestantes_risco,222,41
2026-05-14,5107958,Tangará da Serra,pop_rua,55,12
2026-05-15,5107958,Tangará da Serra,idosos_sozinhos,1335,245
2026-05-15,5107958,Tangará da Serra,acamados,333,69
2026-05-15,5107958,Tangará da Serra,gestantes_risco,222,50
2026-05-15,5107958,Tangará da Serra,pop_rua,55,11
2026-05-16,5107958,Tangará da Serra,idosos_sozinhos,1335,249
2026-05-16,5107958,Tangará da Serra,acamados,333,74
2026-05-16,5107958,Tangará da Serra,gestantes_risco,222,41
2026-05-16,5107958,Tangará da Serra,pop_rua,55,10
2026-05-17,5107958,Tangará da Serra,idosos_sozinhos,1335,276
2026-05-17,5107958,Tangará da Serra,acamados,333,61
2026-05-17,5107958,Tangará da Serra,gestantes_risco,222,44
2026-05-17,5107958,Tangará da Serra,pop_rua,55,12
2026-05-18,5107958,Tangará da Serra,idosos_sozinhos,1335,272
2026-05-18,5107958,Tangará da Serra,acamados,333,75
2026-05-18,5107958,Tangará da Serra,gestantes_risco,222,40
2026-05-18,5107958,Tangará da Serra,pop_rua,55,11
2026-05-19,5107958,Tangará da Serra,idosos_sozinhos,1335,285
2026-05-19,5107958,Tangará da Serra,acamados,333,62
2026-05-19,5107958,Tangará da Serra,gestantes_risco,222,47
2026-05-19,5107958,Tangará da Serra,pop_rua,55,12
2026-05-20,5107958,Tangará da Serra,idosos_sozinhos,1335,302
2026-05-20,5107958,Tangará da Serra,acamados,333,73
2026-05-20,5107958,Tangará da Serra,gestantes_risco,222,49
2026-05-20,5107958,Tangará da Serra,pop_rua,55,11
2026-05-21,5107958,Tangará da Serra,idosos_sozinhos,1335,297
2026-05-21,5107958,Tangará da Serra,acamados,333,63
2026-05-21,5107958,Tangará da Serra,gestantes_risco,222,44
2026-05-21,5107958,Tangará da Serra,pop_rua,55,11
2026-05-22,5107958,Tangará da Serra,idosos_sozinhos,1335,277
2026-05-22,5107958,Tangará da Serra,acamados,333,63
2026-05-22,5107958,Tangará da Serra,gestantes_risco,222,47
2026-05-22,5107958,Tangará da Serra,pop_rua,55,10
2026-05-23,5107958,Tangará da Serra,idosos_sozinhos,1335,253
2026-05-23,5107958,Tangará da Serra,acamados,333,73
2026-05-23,5107958,Tangará da Serra,gestantes_risco,222,42
2026-05-23,5107958,Tangará da Serra,pop_rua,55,11
2026-05-24,5107958,Tangará da Serra,idosos_sozinhos,1335,266
2026-05-24,5107958,Tangará da Serra,acamados,333,70
2026-05-24,5107958,Tangará da Serra,gestantes_risco,222,43
2026-05-24,5107958,Tangará da Serra,pop_rua,55,11
2026-05-25,5107958,Tangará da Serra,idosos_sozinhos,1335,252
2026-05-25,5107958,Tangará da Serra,acamados,333,66
2026-05-25,5107958,Tangará da Serra,gestantes_risco,222,45
2026-05-25,5107958,Tangará da Serra,pop_rua,55,10
2026-05-26,5107958,Tangará da Serra,idosos_sozinhos,1335,274
2026-05-26,5107958,Tangará da Serra,acamados,333,68
2026-05-26,5107958,Tangará da Serra,gestantes_risco,222,40
2026-05-26,5107958,Tangará da Serra,pop_rua,55,11
2026-05-27,5107958,Tangará da Serra,idosos_sozinhos,1335,268
2026-05-27,5107958,Tangará da Serra,acamados,333,63
2026-05-27,5107958,Tangará da Serra,gestantes_risco,222,40
2026-05-27,5107958,Tangará da Serra,pop_rua,55,10
2026-05-28,5107958,Tangará da Serra,idosos_sozinhos,1335,249
2026-05-28,5107958,Tangará da Serra,acamados,333,76
2026-05-28,5107958,Tangará da Serra,gestantes_risco,222,40
2026-05-28,5107958,Tangará da Serra,pop_rua,55,10
2026-05-29,5107958,Tangará da Serra,idosos_sozinhos,1335,267
2026-05-29,5107958,Tangará da Serra,acamados,333,73
2026-05-29,5107958,Tangará da Serra,gestantes_risco,222,43
2026-05-29,5107958,Tangará da Serra,pop_rua,55,12
2026-05-30,5107958,Tangará da Serra,idosos_sozinhos,1335,281
2026-05-30,5107958,Tangará da Serra,acamados,333,69
2026-05-30,5107958,Tangará da Serra,gestantes_risco,222,42
2026-05-30,5107958,Tangará da Serra,pop_rua,55,10
2026-05-31,5107958,Tangará da Serra,idosos_sozinhos,1335,293
2026-05-31,5107958,Tangará da Serra,acamados,333,64
2026-05-31,5107958,Tangará da Serra,gestantes_risco,222,47
2026-05-31,5107958,Tangará da Serra,pop_rua,55,10
2026-06-01,5107958,Tangará da Serra,idosos_sozinhos,1335,271
2026-06-01,5107958,Tangará da Serra,acamados,333,67
2026-06-01,5107958,Tangará da Serra,gestantes_risco,222,41
2026-06-01,5107958,Tangará da Serra,pop_rua,55,12
2026-06-02,5107958,Tangará da Serra,idosos_sozinhos,1335,255
2026-06-02,5107958,Tangará da Serra,acamados,333,62
2026-06-02,5107958,Tangará da Serra,gestantes_risco,222,41
2026-06-02,5107958,Tangará da Serra,pop_rua,55,11
2026-06-03,5107958,Tangará da Serra,idosos_sozinhos,1335,288
2026-06-03,5107958,Tangará da Serra,acamados,333,68
2026-06-03,5107958,Tangará da Serra,gestantes_risco,222,43
2026-06-03,5107958,Tangará da Serra,pop_rua,55,11
2026-06-04,5107958,Tangará da Serra,idosos_sozinhos,1335,257
2026-06-04,5107958,Tangará da Serra,acamados,333,68
2026-06-04,5107958,Tangará da Serra,gestantes_risco,222,44
2026-06-04,5107958,Tangará da Serra,pop_rua,55,12
2026-06-05,5107958,Tangará da Serra,idosos_sozinhos,1335,281
2026-06-05,5107958,Tangará da Serra,acamados,333,72
2026-06-05,5107958,Tangará da Serra,gestantes_risco,222,48
2026-06-05,5107958,Tangará da Serra,pop_rua,55,12
2026-06-06,5107958,Tangará da Serra,idosos_sozinhos,1335,289
2026-06-06,5107958,Tangará da Serra,acamados,333,74
2026-06-06,5107958,Tangará da Serra,gestantes_risco,222,45
2026-06-06,5107958,Tangará da Serra,pop_rua,55,10
2026-06-07,5107958,Tangará da Serra,idosos_sozinhos,1335,260
2026-06-07,5107958,Tangará da Serra,acamados,333,71
2026-06-07,5107958,Tangará da Serra,gestantes_risco,222,41
2026-06-07,5107958,Tangará da Serra,pop_rua,55,12
2026-06-08,5107958,Tangará da Serra,idosos_sozinhos,1335,246
2026-06-08,5107958,Tangará da Serra,acamados,333,76
2026-06-08,5107958,Tangará da Serra,gestantes_risco,222,49
2026-06-08,5107958,Tangará da Serra,pop_rua,55,11
2026-06-09,5107958,Tangará da Serra,idosos_sozinhos,1335,247
2026-06-09,5107958,Tangará da Serra,acamados,333,75
2026-06-09,5107958,Tangará da Serra,gestantes_risco,222,44
2026-06-09,5107958,Tangará da Serra,pop_rua,55,10
2026-06-10,5107958,Tangará da Serra,idosos_sozinhos,1335,373
2026-06-10,5107958,Tangará da Serra,acamados,333,94
2026-06-10,5107958,Tangará da Serra,gestantes_risco,222,62
2026-06-10,5107958,Tangará da Serra,pop_rua,55,16
2026-06-11,5107958,Tangará da Serra,idosos_sozinhos,1335,480
2026-06-11,5107958,Tangará da Serra,acamados,333,119
2026-06-11,5107958,Tangará da Serra,gestantes_risco,222,73
