data,cod_ibge,municipio,item,estoque_total,consumo_medio_diario
2026-05-13,5107925,Sorriso,SRO,1506,164
2026-05-13,5107925,Sorriso,"Soro fisiológico 0,9%",1260,131
2026-05-13,5107925,Sorriso,Equipo macro,975,98
2026-05-13,5107925,Sorriso,Copo descartável,6160,879
2026-05-14,5107925,Sorriso,SRO,1550,164
2026-05-14,5107925,Sorriso,"Soro fisiológico 0,9%",1185,131
2026-05-14,5107925,Sorriso,Equipo macro,966,98
2026-05-14,5107925,Sorriso,Copo descartável,5978,879
2026-05-15,5107925,Sorriso,SRO,1503,164
2026-05-15,5107925,Sorriso,"Soro fisiológico 0,9%",1156,131
2026-05-15,5107925,Sorriso,Equipo macro,971,98
2026-05-15,5107925,Sorriso,Copo descartável,5844,879
2026-05-16,5107925,Sorriso,SRO,1498,164
2026-05-16,5107925,Sorriso,"Soro fisiológico 0,9%",1170,131
2026-05-16,5107925,Sorriso,Equipo macro,923,98
2026-05-16,5107925,Sorriso,Copo descartável,5753,879
2026-05-17,5107925,Sorriso,SRO,1439,164
2026-05-17,5107925,Sorriso,"Soro fisiológico 0,9%",1156,131
2026-05-17,5107925,Sorriso,Equipo macro,932,98
2026-05-17,5107925,Sorriso,Copo descartável,5551,879
2026-05-18,5107925,Sorriso,SRO,1437,164
2026-05-18,5107925,Sorriso,"Soro fisiológico 0,9%",1131,131
2026-05-18,5107925,Sorriso,Equipo macro,896,98
2026-05-18,5107925,Sorriso,Copo descartável,5393,879
2026-05-19,5107925,Sorriso,SRO,1370,164
2026-05-19,5107925,Sorriso,"Soro fisiológico 0,9%",1126,131
2026-05-19,5107925,Sorriso,Equipo macro,921,98
2026-05-19,5107925,Sorriso,Copo descartável,5253,879
2026-05-20,5107925,Sorriso,SRO,1383,164
2026-05-20,5107925,Sorriso,"Soro fisiológico 0,9%",1092,131
2026-05-20,5107925,Sorriso,Equipo macro,896,98
2026-05-20,5107925,Sorriso,Copo descartável,5162,879
2026-05-21,5107925,Sorriso,SRO,1325,164
2026-05-21,5107925,Sorriso,"Soro fisiológico 0,9%",1053,131
2026-05-21,5107925,Sorriso,Equipo macro,834,98
2026-05-21,5107925,Sorriso,Copo descartável,5053,879
2026-05-22,5107925,Sorriso,SRO,1281,164
2026-05-22,5107925,Sorriso,"Soro fisiológico 0,9%",1049,131
2026-05-22,5107925,Sorriso,Equipo macro,865,98
2026-05-22,5107925,Sorriso,Copo descartável,4827,879
2026-05-23,5107925,Sorriso,SRO,1283,164
2026-05-23,5107925,Sorriso,"Soro fisiológico 0,9%",998,131
2026-05-23,5107925,Sorriso,Equipo macro,787,98
2026-05-23,5107925,Sorriso,Copo descartável,4689,879
2026-05-24,5107925,Sorriso,SRO,1267,164
2026-05-24,5107925,Sorriso,"Soro fisiológico 0,9%",993,131
2026-05-24,5107925,Sorriso,Equipo macro,829,98
2026-05-24,5107925,Sorriso,Copo descartável,4578,879
2026-05-25,5107925,Sorriso,SRO,1182,164
2026-05-25,5107925,Sorriso,"Soro fisiológico 0,9%",1011,131
2026-05-25,5107925,Sorriso,Equipo macro,740,98
2026-05-25,5107925,Sorriso,Copo descartável,4485,879
2026-05-26,5107925,Sorriso,SRO,1192,164
2026-05-26,5107925,Sorriso,"Soro fisiológico 0,9%",970,131
2026-05-26,5107925,Sorriso,Equipo macro,810,98
2026-05-26,5107925,Sorriso,Copo descartável,4261,879
2026-05-27,5107925,Sorriso,SRO,1190,164
2026-05-27,5107925,Sorriso,"Soro fisiológico 0,9%",977,131
2026-05-27,5107925,Sorriso,Equipo macro,703,98
2026-05-27,5107925,Sorriso,Copo descartável,4157,879
2026-05-28,5107925,Sorriso,SRO,1106,164
2026-05-28,5107925,Sorriso,"Soro fisiológico 0,9%",940,131
2026-05-28,5107925,Sorriso,Equipo macro,692,98
2026-05-28,5107925,Sorriso,Copo descartável,3992,879
2026-05-29,5107925,Sorriso,SRO,1109,164
2026-05-29,5107925,Sorriso,"Soro fisiológico 0,9%",837,131
2026-05-29,5107925,Sorriso,Equipo macro,715,98
2026-05-29,5107925,Sorriso,Copo descartável,3874,879
2026-05-30,5107925,Sorriso,SRO,1119,164
2026-05-30,5107925,Sorriso,"Soro fisiológico 0,9%",876,131
2026-05-30,5107925,Sorriso,Equipo macro,691,98
2026-05-30,5107925,Sorriso,Copo descartável,3700,879
2026-05-31,5107925,Sorriso,SRO,1020,164
2026-05-31,5107925,Sorriso,"Soro fisiológico 0,9%",872,131
2026-05-31,5107925,Sorriso,Equipo macro,705,98
2026-05-31,5107925,Sorriso,Copo descartável,3649,879
2026-06-01,5107925,Sorriso,SRO,1015,164
2026-06-01,5107925,Sorriso,"Soro fisiológico 0,9%",814,131
2026-06-01,5107925,Sorriso,Equipo macro,700,98
2026-06-01,5107925,Sorriso,Copo descartável,3459,879
2026-06-02,5107925,Sorriso,SRO,1018,164
2026-06-02,5107925,Sorriso,"Soro fisiológico 0,9%",847,131
2026-06-02,5107925,Sorriso,Equipo macro,661,98
2026-06-02,5107925,Sorriso,Copo descartável,3325,879
2026-06-03,5107925,Sorriso,SRO,997,164
2026-06-03,5107925,Sorriso,"Soro fisiológico 0,9%",770,131
2026-06-03,5107925,Sorriso,Equipo macro,636,98
2026-06-03,5107925,Sorriso,Copo descartável,3202,879
2026-06-04,5107925,Sorriso,SRO,910,164
2026-06-04,5107925,Sorriso,"Soro fisiológico 0,9%",789,131
2026-06-04,5107925,Sorriso,Equipo macro,594,98
2026-06-04,5107925,Sorriso,Copo descartável,3043,879
2026-06-05,5107925,Sorriso,SRO,937,164
2026-06-05,5107925,Sorriso,"Soro fisiológico 0,9%",698,131
2026-06-05,5107925,Sorriso,Equipo macro,587,98
2026-06-05,5107925,Sorriso,Copo descartável,2853,879
2026-06-06,5107925,Sorriso,SRO,908,164
2026-06-06,5107925,Sorriso,"Soro fisiológico 0,9%",732,131
2026-06-06,5107925,Sorriso,Equipo macro,572,98
2026-06-06,5107925,Sorriso,Copo descartável,2765,879
2026-06-07,5107925,Sorriso,SRO,844,164
2026-06-07,5107925,Sorriso,"Soro fisiológico 0,9%",658,131
2026-06-07,5107925,Sorriso,Equipo macro,626,98
2026-06-07,5107925,Sorriso,Copo descartável,2633,879
2026-06-08,5107925,Sorriso,SRO,880,164
2026-06-08,5107925,Sorriso,"Soro fisiológico 0,9%",711,131
2026-06-08,5107925,Sorriso,Equipo macro,540,98
2026-06-08,5107925,Sorriso,Copo descartável,2470,879
2026-06-09,5107925,Sorriso,SRO,840,164
2026-06-09,5107925,Sorriso,"Soro fisiológico 0,9%",641,131
2026-06-09,5107925,Sorriso,Equipo macro,507,98
2026-06-09,5107925,Sorriso,Copo descartável,2307,879
2026-06-10,5107925,Sorriso,SRO,709,194
2026-06-10,5107925,Sorriso,"Soro fisiológico 0,9%",512,161
2026-06-10,5107925,Sorriso,Equipo macro,501,128
2026-06-10,5107925,Sorriso,Copo descartável,1580,909
2026-06-11,5107925,Sorriso,SRO,498,224
2026-06-11,5107925,Sorriso,"Soro fisiológico 0,9%",403,191
2026-06-11,5107925,Sorriso,Equipo macro,388,158
2026-06-11,5107925,Sorriso,Copo descartável,775,939
2026-06-12,5107925,Sorriso,SRO,337,254
2026-06-12,5107925,Sorriso,"Soro fisiológico 0,9%",267,221
2026-06-12,5107925,Sorriso,Equipo macro,246,188
2026-06-12,5107925,Sorriso,Copo descartável,0,969
2026-06-13,5107925,Sorriso,SRO,253,284
2026-06-13,5107925,Sorriso,"Soro fisiológico 0,9%",188,251
2026-06-13,5107925,Sorriso,Equipo macro,141,218
2026-06-13,5107925,Sorriso,Copo descartável,0,999
2026-06-14,5107925,Sorriso,SRO,38,314
2026-06-14,5107925,Sorriso,"Soro fisiológico 0,9%",38,281
2026-06-14,5107925,Sorriso,Equipo macro,88,248
2026-06-14,5107925,Sorriso,Copo descartável,0,1029
2026-06-15,5107925,Sorriso,SRO,0,344
2026-06-15,5107925,Sorriso,"Soro fisiológico 0,9%",0,311
2026-06-15,5107925,Sorriso,Equipo macro,0,278
2026-06-15,5107925,Sorriso,Copo descartável,0,1059
2026-06-16,5107925,Sorriso,SRO,0,374
2026-06-16,5107925,Sorriso,"Soro fisiológico 0,9%",0,341
2026-06-16,5107925,Sorriso,Equipo macro,0,308
2026-06-16,5107925,Sorriso,Copo descartável,0,1089
2026-06-17,5107925,Sorriso,SRO,0,404
2026-06-17,5107925,Sorriso,"Soro fisiológico 0,9%",0,371
2026-06-17,5107925,Sorriso,Equipo macro,0,338
2026-06-17,5107925,Sorriso,Copo descartável,0,1119
2026-06-18,5107925,Sorriso,SRO,0,434
2026-06-18,5107925,Sorriso,"Soro fisiológico 0,9%",0,401
2026-06-18,5107925,Sorriso,Equipo macro,0,368
2026-06-18,5107925,Sorriso,Copo descartável,0,1149
2026-04-28,5102504,Cáceres,SRO,1608,140
2026-04-28,5102504,Cáceres,"Soro fisiológico 0,9%",1328,112
2026-04-28,5102504,Cáceres,Equipo macro,1034,84
2026-04-28,5102504,Cáceres,Copo descartável,7014,750
2026-04-29,5102504,Cáceres,SRO,1586,140
2026-04-29,5102504,Cáceres,"Soro fisiológico 0,9%",1308,112
2026-04-29,5102504,Cáceres,Equipo macro,1057,84
2026-04-29,5102504,Cáceres,Copo descartável,6876,750
2026-04-30,5102504,Cáceres,SRO,1566,140
2026-04-30,5102504,Cáceres,"Soro fisiológico 0,9%",1253,112
2026-04-30,5102504,Cáceres,Equipo macro,967,84
2026-04-30,5102504,Cáceres,Copo descartável,6807,750
2026-05-01,5102504,Cáceres,SRO,1556,140
2026-05-01,5102504,Cáceres,"Soro fisiológico 0,9%",1290,112
2026-05-01,5102504,Cáceres,Equipo macro,945,84
2026-05-01,5102504,Cáceres,Copo descartável,6644,750
2026-05-02,5102504,Cáceres,SRO,1569,140
2026-05-02,5102504,Cáceres,"Soro fisiológico 0,9%",1286,112
2026-05-02,5102504,Cáceres,Equipo macro,937,84
2026-05-02,5102504,Cáceres,Copo descartável,6513,750
2026-05-03,5102504,Cáceres,SRO,1527,140
2026-05-03,5102504,Cáceres,"Soro fisiológico 0,9%",1173,112
2026-05-03,5102504,Cáceres,Equipo macro,1013,84
2026-05-03,5102504,Cáceres,Copo descartável,6468,750
2026-05-04,5102504,Cáceres,SRO,1519,140
2026-05-04,5102504,Cáceres,"Soro fisiológico 0,9%",1204,112
2026-05-04,5102504,Cáceres,Equipo macro,930,84
2026-05-04,5102504,Cáceres,Copo descartável,6305,750
2026-05-05,5102504,Cáceres,SRO,1469,140
2026-05-05,5102504,Cáceres,"Soro fisiológico 0,9%",1163,112
2026-05-05,5102504,Cáceres,Equipo macro,913,84
2026-05-05,5102504,Cáceres,Copo descartável,6183,750
2026-05-06,5102504,Cáceres,SRO,1499,140
2026-05-06,5102504,Cáceres,"Soro fisiológico 0,9%",1172,112
2026-05-06,5102504,Cáceres,Equipo macro,874,84
2026-05-06,5102504,Cáceres,Copo descartável,6051,750
2026-05-07,5102504,Cáceres,SRO,1472,140
2026-05-07,5102504,Cáceres,"Soro fisiológico 0,9%",1196,112
2026-05-07,5102504,Cáceres,Equipo macro,908,84
2026-05-07,5102504,Cáceres,Copo descartável,5934,750
2026-05-08,5102504,Cáceres,SRO,1398,140
2026-05-08,5102504,Cáceres,"Soro fisiológico 0,9%",1175,112
2026-05-08,5102504,Cáceres,Equipo macro,893,84
2026-05-08,5102504,Cáceres,Copo descartável,5837,750
2026-05-09,5102504,Cáceres,SRO,1379,140
2026-05-09,5102504,Cáceres,"Soro fisiológico 0,9%",1074,112
2026-05-09,5102504,Cáceres,Equipo macro,923,84
2026-05-09,5102504,Cáceres,Copo descartável,5718,750
2026-05-10,5102504,Cáceres,SRO,1403,140
2026-05-10,5102504,Cáceres,"Soro fisiológico 0,9%",1069,112
2026-05-10,5102504,Cáceres,Equipo macro,895,84
2026-05-10,5102504,Cáceres,Copo descartável,5617,750
2026-05-11,5102504,Cáceres,SRO,1383,140
2026-05-11,5102504,Cáceres,"Soro fisiológico 0,9%",1092,112
2026-05-11,5102504,Cáceres,Equipo macro,810,84
2026-05-11,5102504,Cáceres,Copo descartável,5448,750
2026-05-12,5102504,Cáceres,SRO,1319,140
2026-05-12,5102504,Cáceres,"Soro fisiológico 0,9%",1030,112
2026-05-12,5102504,Cáceres,Equipo macro,805,84
2026-05-12,5102504,Cáceres,Copo descartável,5353,750
2026-05-13,5102504,Cáceres,SRO,1346,140
2026-05-13,5102504,Cáceres,"Soro fisiológico 0,9%",1085,112
2026-05-13,5102504,Cáceres,Equipo macro,790,84
2026-05-13,5102504,Cáceres,Copo descartável,5221,750
2026-05-14,5102504,Cáceres,SRO,1318,140
2026-05-14,5102504,Cáceres,"Soro fisiológico 0,9%",1056,112
2026-05-14,5102504,Cáceres,Equipo macro,859,84
2026-05-14,5102504,Cáceres,Copo descartável,5096,750
2026-05-15,5102504,Cáceres,SRO,1253,140
2026-05-15,5102504,Cáceres,"Soro fisiológico 0,9%",969,112
2026-05-15,5102504,Cáceres,Equipo macro,812,84
2026-05-15,5102504,Cáceres,Copo descartável,4962,750
2026-05-16,5102504,Cáceres,SRO,1270,140
2026-05-16,5102504,Cáceres,"Soro fisiológico 0,9%",964,112
2026-05-16,5102504,Cáceres,Equipo macro,824,84
2026-05-16,5102504,Cáceres,Copo descartável,4874,750
2026-05-17,5102504,Cáceres,SRO,1228,140
2026-05-17,5102504,Cáceres,"Soro fisiológico 0,9%",967,112
2026-05-17,5102504,Cáceres,Equipo macro,730,84
2026-05-17,5102504,Cáceres,Copo descartável,4739,750
2026-05-18,5102504,Cáceres,SRO,1234,140
2026-05-18,5102504,Cáceres,"Soro fisiológico 0,9%",998,112
2026-05-18,5102504,Cáceres,Equipo macro,796,84
2026-05-18,5102504,Cáceres,Copo descartável,4625,750
2026-05-19,5102504,Cáceres,SRO,1187,140
2026-05-19,5102504,Cáceres,"Soro fisiológico 0,9%",931,112
2026-05-19,5102504,Cáceres,Equipo macro,719,84
2026-05-19,5102504,Cáceres,Copo descartável,4515,750
2026-05-20,5102504,Cáceres,SRO,1102,140
2026-05-20,5102504,Cáceres,"Soro fisiológico 0,9%",948,112
2026-05-20,5102504,Cáceres,Equipo macro,781,84
2026-05-20,5102504,Cáceres,Copo descartável,4364,750
2026-05-21,5102504,Cáceres,SRO,1166,140
2026-05-21,5102504,Cáceres,"Soro fisiológico 0,9%",880,112
2026-05-21,5102504,Cáceres,Equipo macro,713,84
2026-05-21,5102504,Cáceres,Copo descartável,4262,750
2026-05-22,5102504,Cáceres,SRO,1134,140
2026-05-22,5102504,Cáceres,"Soro fisiológico 0,9%",891,112
2026-05-22,5102504,Cáceres,Equipo macro,677,84
2026-05-22,5102504,Cáceres,Copo descartável,4126,750
2026-05-23,5102504,Cáceres,SRO,1061,140
2026-05-23,5102504,Cáceres,"Soro fisiológico 0,9%",817,112
2026-05-23,5102504,Cáceres,Equipo macro,684,84
2026-05-23,5102504,Cáceres,Copo descartável,4077,750
2026-05-24,5102504,Cáceres,SRO,1052,140
2026-05-24,5102504,Cáceres,"Soro fisiológico 0,9%",825,112
2026-05-24,5102504,Cáceres,Equipo macro,636,84
2026-05-24,5102504,Cáceres,Copo descartável,3962,750
2026-05-25,5102504,Cáceres,SRO,1035,140
2026-05-25,5102504,Cáceres,"Soro fisiológico 0,9%",786,112
2026-05-25,5102504,Cáceres,Equipo macro,631,84
2026-05-25,5102504,Cáceres,Copo descartável,3773,750
2026-05-26,5102504,Cáceres,SRO,1039,140
2026-05-26,5102504,Cáceres,"Soro fisiológico 0,9%",761,112
2026-05-26,5102504,Cáceres,Equipo macro,603,84
2026-05-26,5102504,Cáceres,Copo descartável,3659,750
2026-05-27,5102504,Cáceres,SRO,985,140
2026-05-27,5102504,Cáceres,"Soro fisiológico 0,9%",824,112
2026-05-27,5102504,Cáceres,Equipo macro,657,84
2026-05-27,5102504,Cáceres,Copo descartável,3582,750
2026-05-28,5102504,Cáceres,SRO,933,140
2026-05-28,5102504,Cáceres,"Soro fisiológico 0,9%",783,112
2026-05-28,5102504,Cáceres,Equipo macro,622,84
2026-05-28,5102504,Cáceres,Copo descartável,3466,750
2026-05-29,5102504,Cáceres,SRO,915,140
2026-05-29,5102504,Cáceres,"Soro fisiológico 0,9%",730,112
2026-05-29,5102504,Cáceres,Equipo macro,597,84
2026-05-29,5102504,Cáceres,Copo descartável,3271,750
2026-05-30,5102504,Cáceres,SRO,935,140
2026-05-30,5102504,Cáceres,"Soro fisiológico 0,9%",749,112
2026-05-30,5102504,Cáceres,Equipo macro,553,84
2026-05-30,5102504,Cáceres,Copo descartável,3240,750
2026-05-31,5102504,Cáceres,SRO,896,140
2026-05-31,5102504,Cáceres,"Soro fisiológico 0,9%",722,112
2026-05-31,5102504,Cáceres,Equipo macro,607,84
2026-05-31,5102504,Cáceres,Copo descartável,3109,750
2026-06-01,5102504,Cáceres,SRO,854,140
2026-06-01,5102504,Cáceres,"Soro fisiológico 0,9%",679,112
2026-06-01,5102504,Cáceres,Equipo macro,564,84
2026-06-01,5102504,Cáceres,Copo descartável,2950,750
2026-06-02,5102504,Cáceres,SRO,849,140
2026-06-02,5102504,Cáceres,"Soro fisiológico 0,9%",684,112
2026-06-02,5102504,Cáceres,Equipo macro,539,84
2026-06-02,5102504,Cáceres,Copo descartável,2849,750
2026-06-03,5102504,Cáceres,SRO,828,140
2026-06-03,5102504,Cáceres,"Soro fisiológico 0,9%",690,112
2026-06-03,5102504,Cáceres,Equipo macro,566,84
2026-06-03,5102504,Cáceres,Copo descartável,2672,750
2026-06-04,5102504,Cáceres,SRO,826,140
2026-06-04,5102504,Cáceres,"Soro fisiológico 0,9%",695,112
2026-06-04,5102504,Cáceres,Equipo macro,501,84
2026-06-04,5102504,Cáceres,Copo descartável,2615,750
2026-06-05,5102504,Cáceres,SRO,769,140
2026-06-05,5102504,Cáceres,"Soro fisiológico 0,9%",605,112
2026-06-05,5102504,Cáceres,Equipo macro,546,84
2026-06-05,5102504,Cáceres,Copo descartável,2496,750
2026-06-06,5102504,Cáceres,SRO,812,140
2026-06-06,5102504,Cáceres,"Soro fisiológico 0,9%",617,112
2026-06-06,5102504,Cáceres,Equipo macro,493,84
2026-06-06,5102504,Cáceres,Copo descartável,2370,750
2026-06-07,5102504,Cáceres,SRO,740,140
2026-06-07,5102504,Cáceres,"Soro fisiológico 0,9%",617,112
2026-06-07,5102504,Cáceres,Equipo macro,512,84
2026-06-07,5102504,Cáceres,Copo descartável,2188,750
2026-06-08,5102504,Cáceres,SRO,673,140
2026-06-08,5102504,Cáceres,"Soro fisiológico 0,9%",569,112
2026-06-08,5102504,Cáceres,Equipo macro,519,84
2026-06-08,5102504,Cáceres,Copo descartável,2109,750
2026-06-09,5102504,Cáceres,SRO,708,140
2026-06-09,5102504,Cáceres,"Soro fisiológico 0,9%",598,112
2026-06-09,5102504,Cáceres,Equipo macro,440,84
2026-06-09,5102504,Cáceres,Copo descartável,1968,750
2026-06-10,5102504,Cáceres,SRO,585,170
2026-06-10,5102504,Cáceres,"Soro fisiológico 0,9%",404,142
2026-06-10,5102504,Cáceres,Equipo macro,395,114
2026-06-10,5102504,Cáceres,Copo descartável,1339,780
2026-06-11,5102504,Cáceres,SRO,484,200
2026-06-11,5102504,Cáceres,"Soro fisiológico 0,9%",318,172
2026-06-11,5102504,Cáceres,Equipo macro,312,144
2026-06-11,5102504,Cáceres,Copo descartável,656,810
2026-06-12,5102504,Cáceres,SRO,311,230
2026-06-12,5102504,Cáceres,"Soro fisiológico 0,9%",199,202
2026-06-12,5102504,Cáceres,Equipo macro,257,174
2026-06-12,5102504,Cáceres,Copo descartável,0,840
2026-06-13,5102504,Cáceres,SRO,169,260
2026-06-13,5102504,Cáceres,"Soro fisiológico 0,9%",98,232
2026-06-13,5102504,Cáceres,Equipo macro,145,204
2026-06-13,5102504,Cáceres,Copo descartável,0,870
2026-06-14,5102504,Cáceres,SRO,63,290
2026-06-14,5102504,Cáceres,"Soro fisiológico 0,9%",41,262
2026-06-14,5102504,Cáceres,Equipo macro,33,234
2026-06-14,5102504,Cáceres,Copo descartável,0,900
2026-06-15,5102504,Cáceres,SRO,0,320
2026-06-15,5102504,Cáceres,"Soro fisiológico 0,9%",0,292
2026-06-15,5102504,Cáceres,Equipo macro,0,264
2026-06-15,5102504,Cáceres,Copo descartável,0,930
2026-06-16,5102504,Cáceres,SRO,0,350
2026-06-16,5102504,Cáceres,"Soro fisiológico 0,9%",0,322
2026-06-16,5102504,Cáceres,Equipo macro,0,294
2026-06-16,5102504,Cáceres,Copo descartável,0,960
2026-06-17,5102504,Cáceres,SRO,0,380
2026-06-17,5102504,Cáceres,"Soro fisiológico 0,9%",0,352
2026-06-17,5102504,Cáceres,Equipo macro,0,324
2026-06-17,5102504,Cáceres,Copo descartável,0,990
2026-06-18,5102504,Cáceres,SRO,0,410
2026-06-18,5102504,Cáceres,"Soro fisiológico 0,9%",0,382
2026-06-18,5102504,Cáceres,Equipo macro,0,354
2026-06-18,5102504,Cáceres,Copo descartável,0,1020
2026-04-28,5107958,Tangará da Serra,SRO,1724,151
2026-04-28,5107958,Tangará da Serra,"Soro fisiológico 0,9%",1448,121
2026-04-28,5107958,Tangará da Serra,Equipo macro,1112,91
2026-04-28,5107958,Tangará da Serra,Copo descartável,7577,809
2026-04-29,5107958,Tangará da Serra,SRO,1763,151
2026-04-29,5107958,Tangará da Serra,"Soro fisiológico 0,9%",1396,121
2026-04-29,5107958,Tangará da Serra,Equipo macro,1123,91
2026-04-29,5107958,Tangará da Serra,Copo descartável,7469,809
2026-04-30,5107958,Tangará da Serra,SRO,1766,151
2026-04-30,5107958,Tangará da Serra,"Soro fisiológico 0,9%",1418,121
2026-04-30,5107958,Tangará da Serra,Equipo macro,1124,91
2026-04-30,5107958,Tangará da Serra,Copo descartável,7294,809
2026-05-01,5107958,Tangará da Serra,SRO,1667,151
2026-05-01,5107958,Tangará da Serra,"Soro fisiológico 0,9%",1332,121
2026-05-01,5107958,Tangará da Serra,Equipo macro,1039,91
2026-05-01,5107958,Tangará da Serra,Copo descartável,7185,809
2026-05-02,5107958,Tangará da Serra,SRO,1646,151
2026-05-02,5107958,Tangará da Serra,"Soro fisiológico 0,9%",1293,121
2026-05-02,5107958,Tangará da Serra,Equipo macro,1036,91
2026-05-02,5107958,Tangará da Serra,Copo descartável,7048,809
2026-05-03,5107958,Tangará da Serra,SRO,1600,151
2026-05-03,5107958,Tangará da Serra,"Soro fisiológico 0,9%",1276,121
2026-05-03,5107958,Tangará da Serra,Equipo macro,1040,91
2026-05-03,5107958,Tangará da Serra,Copo descartável,6919,809
2026-05-04,5107958,Tangará da Serra,SRO,1662,151
2026-05-04,5107958,Tangará da Serra,"Soro fisiológico 0,9%",1257,121
2026-05-04,5107958,Tangará da Serra,Equipo macro,1048,91
2026-05-04,5107958,Tangará da Serra,Copo descartável,6772,809
2026-05-05,5107958,Tangará da Serra,SRO,1554,151
2026-05-05,5107958,Tangará da Serra,"Soro fisiológico 0,9%",1284,121
2026-05-05,5107958,Tangará da Serra,Equipo macro,1032,91
2026-05-05,5107958,Tangará da Serra,Copo descartável,6690,809
2026-05-06,5107958,Tangará da Serra,SRO,1537,151
2026-05-06,5107958,Tangará da Serra,"Soro fisiológico 0,9%",1304,121
2026-05-06,5107958,Tangará da Serra,Equipo macro,977,91
2026-05-06,5107958,Tangará da Serra,Copo descartável,6548,809
2026-05-07,5107958,Tangará da Serra,SRO,1598,151
2026-05-07,5107958,Tangará da Serra,"Soro fisiológico 0,9%",1221,121
2026-05-07,5107958,Tangará da Serra,Equipo macro,974,91
2026-05-07,5107958,Tangará da Serra,Copo descartável,6446,809
2026-05-08,5107958,Tangará da Serra,SRO,1487,151
2026-05-08,5107958,Tangará da Serra,"Soro fisiológico 0,9%",1268,121
2026-05-08,5107958,Tangará da Serra,Equipo macro,1002,91
2026-05-08,5107958,Tangará da Serra,Copo descartável,6252,809
2026-05-09,5107958,Tangará da Serra,SRO,1491,151
2026-05-09,5107958,Tangará da Serra,"Soro fisiológico 0,9%",1243,121
2026-05-09,5107958,Tangará da Serra,Equipo macro,920,91
2026-05-09,5107958,Tangará da Serra,Copo descartável,6118,809
2026-05-10,5107958,Tangará da Serra,SRO,1447,151
2026-05-10,5107958,Tangará da Serra,"Soro fisiológico 0,9%",1203,121
2026-05-10,5107958,Tangará da Serra,Equipo macro,937,91
2026-05-10,5107958,Tangará da Serra,Copo descartável,5995,809
2026-05-11,5107958,Tangará da Serra,SRO,1421,151
2026-05-11,5107958,Tangará da Serra,"Soro fisiológico 0,9%",1131,121
2026-05-11,5107958,Tangará da Serra,Equipo macro,900,91
2026-05-11,5107958,Tangará da Serra,Copo descartável,5873,809
2026-05-12,5107958,Tangará da Serra,SRO,1450,151
2026-05-12,5107958,Tangará da Serra,"Soro fisiológico 0,9%",1146,121
2026-05-12,5107958,Tangará da Serra,Equipo macro,944,91
2026-05-12,5107958,Tangará da Serra,Copo descartável,5820,809
2026-05-13,5107958,Tangará da Serra,SRO,1371,151
2026-05-13,5107958,Tangará da Serra,"Soro fisiológico 0,9%",1108,121
2026-05-13,5107958,Tangará da Serra,Equipo macro,844,91
2026-05-13,5107958,Tangará da Serra,Copo descartável,5685,809
2026-05-14,5107958,Tangará da Serra,SRO,1429,151
2026-05-14,5107958,Tangará da Serra,"Soro fisiológico 0,9%",1071,121
2026-05-14,5107958,Tangará da Serra,Equipo macro,910,91
2026-05-14,5107958,Tangará da Serra,Copo descartável,5500,809
2026-05-15,5107958,Tangará da Serra,SRO,1349,151
2026-05-15,5107958,Tangará da Serra,"Soro fisiológico 0,9%",1073,121
2026-05-15,5107958,Tangará da Serra,Equipo macro,832,91
2026-05-15,5107958,Tangará da Serra,Copo descartável,5353,809
2026-05-16,5107958,Tangará da Serra,SRO,1316,151
2026-05-16,5107958,Tangará da Serra,"Soro fisiológico 0,9%",1110,121
2026-05-16,5107958,Tangará da Serra,Equipo macro,876,91
2026-05-16,5107958,Tangará da Serra,Copo descartável,5224,809
2026-05-17,5107958,Tangará da Serra,SRO,1279,151
2026-05-17,5107958,Tangará da Serra,"Soro fisiológico 0,9%",1033,121
2026-05-17,5107958,Tangará da Serra,Equipo macro,815,91
2026-05-17,5107958,Tangará da Serra,Copo descartável,5078,809
2026-05-18,5107958,Tangará da Serra,SRO,1253,151
2026-05-18,5107958,Tangará da Serra,"Soro fisiológico 0,9%",1006,121
2026-05-18,5107958,Tangará da Serra,Equipo macro,859,91
2026-05-18,5107958,Tangará da Serra,Copo descartável,4962,809
2026-05-19,5107958,Tangará da Serra,SRO,1309,151
2026-05-19,5107958,Tangará da Serra,"Soro fisiológico 0,9%",1047,121
2026-05-19,5107958,Tangará da Serra,Equipo macro,763,91
2026-05-19,5107958,Tangará da Serra,Copo descartável,4818,809
2026-05-20,5107958,Tangará da Serra,SRO,1189,151
2026-05-20,5107958,Tangará da Serra,"Soro fisiológico 0,9%",950,121
2026-05-20,5107958,Tangará da Serra,Equipo macro,766,91
2026-05-20,5107958,Tangará da Serra,Copo descartável,4703,809
2026-05-21,5107958,Tangará da Serra,SRO,1218,151
2026-05-21,5107958,Tangará da Serra,"Soro fisiológico 0,9%",986,121
2026-05-21,5107958,Tangará da Serra,Equipo macro,804,91
2026-05-21,5107958,Tangará da Serra,Copo descartável,4579,809
2026-05-22,5107958,Tangará da Serra,SRO,1206,151
2026-05-22,5107958,Tangará da Serra,"Soro fisiológico 0,9%",984,121
2026-05-22,5107958,Tangará da Serra,Equipo macro,799,91
2026-05-22,5107958,Tangará da Serra,Copo descartável,4449,809
2026-05-23,5107958,Tangará da Serra,SRO,1146,151
2026-05-23,5107958,Tangará da Serra,"Soro fisiológico 0,9%",964,121
